of_id,article_ref,article_family,diameter_mm,material,color,quantity,machine_id,machine_type,actual_start_ts,actual_end_ts,downtime_min,status,record_created_ts
OF-2024-05378,ARTU08,Usinage,22.6,Inox,Noir,284,MCH-05,CNC_STD,2024-06-28 08:01:04,2024-06-28 13:24:38,111.4,done,2024-06-28 13:27:01
OF-2024-05379,ART-S29,Soudure,90.9,Aluminium,Vert,345,MCH-08,MANUAL,2024-02-11 14:21:26,2024-02-12 11:19:13,0.0,done,2024-02-12 11:20:27
OF-2024-05380,ART-U24,Usinage,173.0,Aluminium,Vert,47,MCH-03,CNC_STD,2024-04-10 16:43:29,2024-04-10 18:34:34,0.0,done,2024-04-10 18:36:07
OF-2024-05381,  ART-F11 ,Finition,147.9,Acier,Gris,42,MCH-08,MANUAL,2024-01-18 21:40:35,2024-01-18 23:05:47,26.9,done,2024-01-18 23:08:35
OF-2024-05382,ART-S21,Soudure,45.5,Inox,Vert,188,MCH-07,MANUAL,27/06/2024 17:01,28/06/2024 06:18,0.0,done,28/06/2024 06:19
OF-2024-05383,ART-U16,Usinage,144.1,Aluminium,Noir,12,MCH-02,CNC_FAST,2024-06-05 14:00:06,2024-06-05 14:33:03,0.0,done,2024-06-05 14:34:05
OF-2024-05384,ART-A06,Assemblage,21.3,Acier,Noir,39,MCH-05,CNC_STD,2024-01-19 15:27:00,2024-01-19 16:01:18,0.0,done,2024-01-19 16:02:01
OF-2024-05385,ART-U04,Usinage,186.4,Inox,Rouge,392,MCH-01,CNC_FAST,2024-08-07 12:56:28,2024-08-08 05:10:58,320.3,done,2024-08-08 05:12:38
OF-2024-05386,ART-U28,Usinage,115.2,Aluminium,Bleu,14,MCH-03,CNC_STD,2024-08-02 12:55:25,2024-08-02 13:42:33,0.0,done,2024-08-02 13:45:33
OF-2024-05387,ART-A18,Assemblage,15.6,Inox,Rouge,45,MCH-06,MANUAL,2024-05-08 09:10:40,2024-05-08 09:45:26,0.0,done,2024-05-08 09:49:58
OF-2024-05388,ART-A02,Assemblage,36.9,Aluminium,Vert,68,MCH-04,CNC_STD,2024-07-04 06:57:24,2024-07-04 07:38:50,12.7,done,2024-07-04 07:40:38
OF-2024-05389,ART-S29,Soudure,90.9,Aluminium,Vert,50,MCH-08,MANUAL,2024-04-07 07:05:28,,68.9,running,2024-04-07 10:31:45
OF-2024-05390,ART-F27,Finition,162.2,Titane,Rouge,78,MCH-06,MANUAL,2024-01-17 09:39:25,2024-01-17 13:16:31,0.0,done,2024-01-17 13:19:09
OF-2024-05391,ART-S25,Soudure,151.9,Acier,Bleu,215,MCH-08,MANUAL,2024-01-21 13:52:32,2024-01-22 17:22:59,0.0,done,2024-01-22 17:25:38
OF-2024-05392,ART-U24,Usinage,173.0,Aluminium,Vert,50,MCH-05,CNC_STD,2024-03-31 20:49:06,2024-03-31 22:43:19,0.0,done,2024-03-31 22:46:55
OF-2024-05393,ART-A22,Assemblage,105.9,Aluminium,Noir,13,MCH-05,CNC_STD,2024-01-24 11:01:23,2024-01-24 11:28:20,4.0,done,2024-01-24 11:32:01
OF-2024-05394,ART-U00,Usinage,184.0,Inox,Jaune,28,MCH-02,CNC_FAST,2024-02-21 19:04:19,2024-02-21 20:33:02,21.5,done,2024-02-21 20:33:37
OF-2024-05395,ART-U00,Usinage,184.0,Inox,Jaune,21,MCH-03,CNC_STD,2024-03-27 16:13:57,2024-03-27 17:45:07,15.6,done,2024-03-27 17:47:23
OF-2024-05396,ART-F15,Finition,196.8,Titane,Jaune,57,MCH-02,CNC_FAST,2024-01-01 19:38:52,2024-01-01 20:59:06,0.0,done,2024-01-01 21:03:44
OF-2024-05397,ART-A06-MM,Assemblage,21.3,Acier,Noir,235,MCH-12,ROBOT_CELL,2024-07-03 09:26:52,2024-07-03 11:03:13,0.0,done,2024-07-03 11:06:13
OF-2024-05398,ART-F27,Finition,162.2,Titane,Rouge,217,MCH-07,MANUAL,21/01/2024 19:09,22/01/2024 04:25,180.6,done,22/01/2024 04:27
OF-2024-05399,ART-A26,Assemblage,183.1,Inox,Rouge,57,MCH-11,ROBOT_CELL,2024-07-18 15:34:44,2024-07-18 17:36:49,0.0,done,2024-07-18 17:39:39
OF-2024-05400,ARTF11,Finition,147.9,Acier,Gris,49,MCH-06,MANUAL,2024-03-06 09:49:55,2024-03-06 11:09:57,0.0,done,2024-03-06 11:13:16
OF-2024-05401,ART-U28,Usinage,115.2,Aluminium,Bleu,43,MCH-05,CNC_STD,2024-06-16 06:56:20,,0.0,running,2024-06-16 08:19:14
OF-2024-05402,ART-A02,Assemblage,36.9,Aluminium,Vert,172,MCH-10,ROBOT_CELL,2024-03-15 13:04:17,2024-03-15 14:24:49,26.2,done,2024-03-15 14:26:06
OF-2024-05403,ART-F19,Finition,100.8,Aluminium,Gris,60,MCH-02,CNC_FAST,2024-03-29 16:37:49,2024-03-29 17:08:34,0.0,done,2024-03-29 17:12:17
OF-2024-05404,ART-U28,Usinage,115.2,Aluminium,Bleu,266,MCH-02,CNC_FAST,2024-04-14 18:10:49,2024-04-14 22:05:48,0.0,done,2024-04-14 22:07:57
OF-2024-05405,ART-U28,Usinage,115.2,Aluminium,Bleu,67,MCH-04,CNC_STD,2024-07-04 16:09:45,2024-07-04 18:00:04,0.0,done,2024-07-04 18:03:45
OF-2024-05406,ART-A02,Assemblage,36.9,Aluminium,Vert,58,MCH-11,ROBOT_CELL,2024-06-11 12:35:05,2024-06-11 13:06:45,0.0,done,2024-06-11 13:08:43
OF-2024-05407,ART-S25,Soudure,151.9,Acier,Bleu,76,MCH-06,MANUAL,2024-06-16 18:20:46,2024-06-17 02:19:49,0.0,done,2024-06-17 02:21:54
OF-2024-05408,ART-A30,Assemblage,130.4,Acier,Gris,60,MCH-07,MANUAL,02/02/2024 17:01,02/02/2024 19:35,0.0,done,02/02/2024 19:37
OF-2024-05409,ART-U24,Usinage,173.0,Aluminium,Vert,153,MCH-03,CNC_STD,2024-02-15 08:58:51,2024-02-15 14:54:17,0.0,done,2024-02-15 14:57:09
OF-2024-05410,ART-A22,Assemblage,105.9,Aluminium,Noir,357,MCH-07,MANUAL,15/03/2024 11:58,15/03/2024 20:07,0.0,done,15/03/2024 20:10
OF-2024-05411,ART-F07,Finition,147.0,Acier,Gris,52,MCH-08,MANUAL,2024-01-15 06:32:43,2024-01-15 07:50:37,4.5,done,2024-01-15 07:53:37
OF-2024-05412,ART-U28,Usinage,115.2,Aluminium,Bleu,48,MCH-03,CNC_STD,2024-08-27 11:32:36,2024-08-27 13:02:45,0.0,done,2024-08-27 13:07:18
OF-2024-05413,ART-A02,Assemblage,36.9,Aluminium,Vert,67,MCH-05,CNC_STD,2024-04-02 08:06:36,2024-04-02 08:53:37,0.0,done,2024-04-02 08:54:34
OF-2024-05414,ART-F27,Finition,162.2,Titane,Rouge,334,MCH-01,CNC_FAST,2024-04-01 19:03:36,2024-04-02 01:02:23,0.0,done,2024-04-02 01:04:44
OF-2024-05415,ART-S29,Soudure,90.9,Aluminium,Vert,73,MCH-10,ROBOT_CELL,2024-07-21 19:34:25,2024-07-21 22:36:06,50.7,done,2024-07-21 22:36:46
OF-2024-05416,ART-U00,Usinage,184.0,Inox,Jaune,147,MCH-03,CNC_STD,2024-07-13 09:15:33,2024-07-13 16:32:06,87.3,done,2024-07-13 16:33:12
OF-2024-05417,ART-U04,Usinage,186.4,Inox,Rouge,8,MCH-01,CNC_FAST,2024-07-10 07:59:36,2024-07-10 08:37:17,10.1,done,2024-07-10 08:38:25
OF-2024-05418,art-u20,Usinage,23.4,Titane,Rouge,43,MCH-02,CNC_FAST,2024-02-20 10:36:08,2024-02-20 11:39:03,0.0,done,2024-02-20 11:43:46
OF-2024-05419,ART-A18,Assemblage,15.6,Inox,Rouge,171,MCH-10,ROBOT_CELL,2024-05-16 13:11:25,2024-05-16 14:31:25,15.1,done,2024-05-16 14:35:11
OF-2024-05420,ART-F15,Finition,196.8,Titane,Jaune,33,MCH-01,CNC_FAST,2024-02-29 21:28:39,2024-02-29 22:11:55,8.6,done,2024-02-29 22:14:25
OF-2024-05421,ART-F19,Finition,100.8,Aluminium,Gris,54,MCH-02,CNC_FAST,2024-03-02 21:36:07,2024-03-02 22:06:18,6.3,done,2024-03-02 22:09:35
OF-2024-05422,ART-S25,Soudure,151.9,Acier,Bleu,67,MCH-10,ROBOT_CELL,2024-05-26 20:07:34,2024-05-27 01:06:41,103.2,done,2024-05-27 01:09:17
OF-2024-05423,ART-U04,Usinage,186.4,Inox,Rouge,78,MCH-04,CNC_STD,2024-02-18 11:16:55,2024-02-18 17:29:12,0.0,done,2024-02-18 17:30:52
OF-2024-05424,ART-F15,Finition,196.8,Titane,Jaune,13,MCH-02,CNC_FAST,2024-06-05 21:52:22,2024-06-05 22:18:02,5.7,done,2024-06-05 22:20:29
OF-2024-05425,ART-U24,Usinage,173.0,Aluminium,Vert,66,MCH-03,CNC_STD,2024-01-26 17:27:10,2024-01-26 20:06:22,0.0,done,2024-01-26 20:11:09
OF-2024-05426,ART-A06,Assemblage,21.3,Acier,Noir,55,MCH-09,ROBOT_CELL,2024-02-24 10:36:23,2024-02-24 11:06:45,0.0,done,2024-02-24 11:10:02
OF-2024-05427,ART-U24,Usinage,173.0,Aluminium,Vert,49,MCH-01,CNC_FAST,2024-08-01 21:50:43,2024-08-01 23:28:15,0.0,done,2024-08-01 23:31:02
OF-2024-05428,ART-S13,Soudure,74.7,Acier,Jaune,171,MCH-08,MANUAL,2024-04-20 07:29:39,2024-04-20 21:52:14,0.0,done,2024-04-20 21:53:50
OF-2024-05429,ART-S13,Soudure,74.7,Acier,Jaune,46,MCH-11,ROBOT_CELL,2024-05-26 20:01:50,2024-05-26 22:17:10,43.4,done,2024-05-26 22:21:32
OF-2024-05430,ART-S33,Soudure,195.1,Inox,Gris,46,MCH-08,MANUAL,2024-03-20 06:02:31,2024-03-20 13:07:56,51.0,done,2024-03-20 13:10:25
OF-2024-05431,ART-U16,Usinage,144.1,Aluminium,Noir,43,MCH-04,CNC_STD,2024-04-22 15:34:48,2024-04-22 17:43:08,0.0,done,2024-04-22 17:43:44
OF-2024-05432,ART-U08,Usinage,22.6,Inox,Noir,23,MCH-05,CNC_STD,2024-03-30 11:24:32,2024-03-30 12:06:45,11.3,done,2024-03-30 12:09:49
OF-2024-05433,ART-U28,Usinage,115.2,Aluminium,Bleu,62,MCH-05,CNC_STD,2024-05-15 07:18:36,2024-05-15 09:11:28,0.0,done,2024-05-15 09:12:46
OF-2024-05434,ART-F15,Finition,196.8,Titane,Jaune,70,MCH-01,CNC_FAST,2024-01-26 13:19:55,2024-01-26 14:51:38,0.0,done,2024-01-26 14:53:29
OF-2024-05435,ART-F15,Finition,196.8,Titane,Jaune,41,MCH-07,MANUAL,02/08/2024 13:35,02/08/2024 15:36,0.0,done,02/08/2024 15:38
OF-2024-05436,ART-A26,Assemblage,183.1,Inox,Rouge,18,MCH-10,ROBOT_CELL,2024-02-06 14:57:18,2024-02-06 15:41:03,0.0,done,2024-02-06 15:43:11
OF-2024-05437,ART-U32,Usinage,131.7,Aluminium,Gris,75,MCH-01,CNC_FAST,2024-06-28 16:41:15,2024-06-28 18:15:48,26.7,done,2024-06-28 18:18:15
OF-2024-05438,ART-A06,Assemblage,21.3,Acier,Noir,53,MCH-07,MANUAL,08/05/2024 17:50,08/05/2024 18:43,0.0,done,08/05/2024 18:45
OF-2024-05439,ART-S25,Soudure,151.9,Acier,Bleu,194,MCH-06,MANUAL,2024-05-09 11:12:11,,0.0,aborted,2024-05-10 05:16:22
OF-2024-05440,ART-U04,Usinage,186.4,Inox,Rouge,327,MCH-01,CNC_FAST,2024-04-19 14:33:02,2024-04-20 04:51:51,0.0,done,2024-04-20 04:53:05
OF-2024-05441,ART-U04,Usinage,186.4,Inox,Rouge,16,MCH-04,CNC_STD,2024-04-24 18:05:38,2024-04-24 19:25:46,0.0,done,2024-04-24 19:28:19
OF-2024-05442,ART-U20,Usinage,23.4,Titane,Rouge,50,MCH-03,CNC_STD,2024-01-10 17:03:09,2024-01-10 18:53:02,0.0,done,2024-01-10 18:56:40
OF-2024-05443,ART-U28,Usinage,115.2,Aluminium,Bleu,383,MCH-04,CNC_STD,2024-01-18 16:14:28,2024-01-19 01:36:54,188.2,done,2024-01-19 01:37:33
OF-2024-05444,ART-U32,Usinage,131.7,Aluminium,Gris,178,MCH-03,CNC_STD,2024-01-15 12:39:43,2024-01-15 19:50:25,148.0,done,2024-01-15 19:54:00
OF-2024-05445,ART-A26,Assemblage,183.1,Inox,Rouge,80,MCH-07,MANUAL,23/03/2024 08:58,23/03/2024 12:05,0.0,done,23/03/2024 12:08
OF-2024-05446,ART-S25,Soudure,151.9,Acier,Bleu,11,MCH-06,MANUAL,2024-03-16 07:14:29,2024-03-16 09:26:45,0.0,done,2024-03-16 09:31:22
OF-2024-05447,ART-A26,Assemblage,183.1,Inox,Rouge,212,MCH-12,ROBOT_CELL,2024-08-03 12:50:47,2024-08-03 19:54:20,0.0,done,2024-08-03 19:56:39
OF-2024-05448,ART-S13,Soudure,74.7,Acier,Jaune,20,MCH-08,MANUAL,2024-04-23 19:22:59,,0.0,aborted,2024-04-23 21:20:52
OF-2024-05449,ART-S33,Soudure,195.1,Inox,Gris,13,MCH-09,ROBOT_CELL,2024-08-16 16:14:00,2024-08-16 18:05:01,0.0,done,2024-08-16 18:09:35
OF-2024-05450,  ART-U08 ,Usinage,22.6,Inox,Noir,54,MCH-04,CNC_STD,2024-08-17 18:02:06,2024-08-17 19:02:08,0.0,done,2024-08-17 19:03:20
OF-2024-05451,ART-F11,Finition,147.9,Acier,Gris,74,MCH-08,MANUAL,2024-02-03 19:36:24,2024-02-03 21:42:08,0.0,done,2024-02-03 21:44:15
OF-2024-05452,ART-F11,Finition,147.9,Acier,Gris,22,MCH-07,MANUAL,03/04/2024 08:58,03/04/2024 09:41,7.1,done,03/04/2024 09:43
OF-2024-05453,ART-S13,Soudure,74.7,Acier,Jaune,262,MCH-12,ROBOT_CELL,2024-05-30 12:47:04,2024-05-31 04:10:00,0.0,done,2024-05-31 04:14:55
OF-2024-05454,ART-A22,Assemblage,105.9,Aluminium,Noir,62,MCH-10,ROBOT_CELL,2024-02-20 16:05:45,2024-02-20 17:00:09,0.0,done,2024-02-20 17:01:07
OF-2024-05455,art-u20,Usinage,23.4,Titane,Rouge,67,MCH-04,CNC_STD,2024-04-15 09:08:37,2024-04-15 10:37:52,0.0,done,2024-04-15 10:40:49
OF-2024-05456,ART-F27,Finition,162.2,Titane,Rouge,59,MCH-07,MANUAL,08/08/2024 13:28,08/08/2024 15:24,0.0,done,08/08/2024 15:28
OF-2024-05457,ART-S29,Soudure,90.9,Aluminium,Vert,77,MCH-07,MANUAL,20/07/2024 11:26,20/07/2024 18:07,0.0,done,20/07/2024 18:10
OF-2024-05458,ART-S33,Soudure,195.1,Inox,Gris,198,MCH-11,ROBOT_CELL,2024-01-03 07:48:54,2024-01-04 01:56:07,167.9,done,2024-01-04 01:59:42
OF-2024-05459,ART-A02,Assemblage,36.9,Aluminium,Vert,40,MCH-07,MANUAL,27/04/2024 11:00,27/04/2024 11:39,5.3,done,27/04/2024 11:42
OF-2024-05460,ART-F15,Finition,196.8,Titane,Jaune,49,MCH-07,MANUAL,28/06/2024 08:50,28/06/2024 10:55,15.0,done,28/06/2024 10:59
OF-2024-05461,ART-S01,Soudure,191.3,Titane,Bleu,43,MCH-08,MANUAL,2024-04-13 08:26:26,2024-04-13 16:47:48,0.0,done,2024-04-13 16:48:40
OF-2024-05462,ART-F23,Finition,23.0,Acier,Gris,36,MCH-08,MANUAL,2024-01-05 12:28:22,2024-01-05 13:01:45,0.0,done,2024-01-05 13:04:15
OF-2024-05463,ART-S13,Soudure,74.7,Acier,Jaune,75,MCH-07,MANUAL,03/03/2024 11:47,03/03/2024 17:55,126.3,done,03/03/2024 17:56
OF-2024-05464,ART-U20-MM,Usinage,23.4,Titane,Rouge,68,MCH-02,CNC_FAST,2024-02-05 14:03:42,2024-02-05 15:14:55,8.3,done,2024-02-05 15:19:33
OF-2024-05465,ARTU16,Usinage,144.1,Aluminium,Noir,44,MCH-03,CNC_STD,2024-05-15 15:25:36,2024-05-15 15:25:36,0.0,done,2024-05-15 17:36:05
OF-2024-05466,ART-A06,Assemblage,21.3,Acier,Noir,18,MCH-06,MANUAL,2024-06-13 12:06:28,2024-06-13 12:26:27,0.0,done,2024-06-13 12:30:06
OF-2024-05467,ART-S25,Soudure,151.9,Acier,Bleu,23,MCH-11,ROBOT_CELL,2024-03-11 06:33:14,2024-03-11 08:31:04,39.1,done,2024-03-11 08:32:46
OF-2024-05468,ART-A26,Assemblage,183.1,Inox,Rouge,318,MCH-08,MANUAL,2024-08-08 12:06:37,2024-08-09 04:52:51,0.0,done,2024-08-09 04:53:28
OF-2024-05469,ART-S29,Soudure,90.9,Aluminium,Vert,72,MCH-09,ROBOT_CELL,2024-03-04 16:47:55,2024-03-04 19:29:14,19.1,done,2024-03-04 19:30:39
OF-2024-05470,ART-U00,Usinage,184.0,Inox,Jaune,31,MCH-04,CNC_STD,2024-03-14 13:19:10,2024-03-14 14:55:36,0.0,done,2024-03-14 15:00:33
OF-2024-05471,ARTA06,Assemblage,21.3,Acier,Noir,9,MCH-10,ROBOT_CELL,2024-01-16 06:29:34,2024-01-16 06:39:49,0.0,done,2024-01-16 06:42:00
OF-2024-05472,ART-U32,Usinage,131.7,Aluminium,Gris,35,MCH-01,CNC_FAST,2024-02-25 12:24:23,2024-02-25 13:29:00,0.0,done,2024-02-25 13:30:59
OF-2024-05473,ART-A06-MM,Assemblage,21.3,Acier,Noir,35,MCH-10,ROBOT_CELL,2024-05-19 13:29:04,2024-05-19 13:52:28,0.0,done,2024-05-19 13:56:05
OF-2024-05474,ART-A14,Assemblage,190.7,Acier,Noir,7,MCH-07,MANUAL,10/03/2024 20:28,10/03/2024 21:15,10.5,done,10/03/2024 21:19
OF-2024-05475,ART-U08,Usinage,22.6,Inox,Noir,18,MCH-05,CNC_STD,2024-03-03 07:09:06,2024-03-03 07:40:35,0.0,done,2024-03-03 07:41:25
OF-2024-05476,ART-U32,Usinage,131.7,Aluminium,Gris,299,MCH-04,CNC_STD,2024-03-27 18:37:25,2024-03-30 14:32:59,0.0,done,2024-03-30 14:37:35
OF-2024-05477,ART-U28,Usinage,115.2,Aluminium,Bleu,54,MCH-04,CNC_STD,2024-05-08 19:11:46,2024-05-08 20:55:36,0.0,done,2024-05-08 20:58:48
OF-2024-05478,ART-A10,Assemblage,48.9,Aluminium,Jaune,25,MCH-03,CNC_STD,2024-02-05 09:59:49,2024-02-05 10:32:37,0.0,done,2024-02-05 10:34:08
OF-2024-05479,ART-S33,Soudure,195.1,Inox,Gris,47,MCH-08,MANUAL,2024-05-27 21:05:24,2024-05-28 04:08:32,0.0,done,2024-05-28 04:09:19
OF-2024-05480,ART-S29,Soudure,90.9,Aluminium,Vert,35,MCH-06,MANUAL,2024-06-21 07:26:20,2024-06-21 10:15:20,0.0,done,2024-06-21 10:19:11
OF-2024-05481,ARTU12,Usinage,23.0,Titane,Noir,75,MCH-05,CNC_STD,2024-01-13 14:59:50,2024-01-13 16:58:06,0.0,done,2024-01-13 17:00:52
OF-2024-05482,ART-U32,Usinage,131.7,Aluminium,Gris,388,MCH-02,CNC_FAST,2024-01-24 20:01:00,2024-01-25 05:11:30,32.0,done,2024-01-25 05:12:10
OF-2024-05483,ART-U28,Usinage,115.2,Aluminium,Bleu,58,MCH-03,CNC_STD,2024-02-27 11:05:41,2024-02-27 12:48:46,0.0,done,2024-02-27 12:49:20
OF-2024-05484,ART-S29,Soudure,90.9,Aluminium,Vert,394,MCH-08,MANUAL,2024-02-16 15:54:27,2024-02-17 15:40:21,0.0,done,2024-02-17 15:41:06
OF-2024-05485,ART-U28,Usinage,115.2,Aluminium,Bleu,76,MCH-04,CNC_STD,2024-06-29 15:17:47,2024-06-29 17:18:58,0.0,done,2024-06-29 17:23:24
OF-2024-05486,ART-S13,Soudure,74.7,Acier,Jaune,57,MCH-08,MANUAL,2024-08-30 17:04:44,2024-08-30 21:39:19,18.7,done,2024-08-30 21:41:13
OF-2024-05487,ART-U08,Usinage,22.6,Inox,Noir,32,MCH-01,CNC_FAST,2024-01-18 07:24:31,2024-01-18 07:54:35,0.0,done,2024-01-18 07:58:10
OF-2024-05488,ART-U28,Usinage,115.2,Aluminium,Bleu,13,MCH-02,CNC_FAST,2024-03-18 21:37:24,2024-03-18 22:10:26,11.2,done,2024-03-18 22:11:43
OF-2024-05489,ART-U04,Usinage,186.4,Inox,Rouge,76,MCH-03,CNC_STD,2024-02-23 20:32:55,2024-02-24 02:11:04,0.0,done,2024-02-24 02:15:44
OF-2024-05490,ART-A14,Assemblage,190.7,Acier,Noir,66,MCH-08,MANUAL,2024-04-23 14:54:28,2024-04-23 17:45:01,0.0,done,2024-04-23 17:46:26
OF-2024-05491,ART-S29,Soudure,90.9,Aluminium,Vert,42,MCH-11,ROBOT_CELL,2024-01-20 21:56:32,2024-01-20 23:45:03,29.4,done,2024-01-20 23:46:36
OF-2024-05492,  ART-U16 ,Usinage,144.1,Aluminium,Noir,57,MCH-03,CNC_STD,2024-07-10 20:09:11,2024-07-10 22:10:09,0.0,done,2024-07-10 22:12:31
OF-2024-05493,ART-F11,Finition,147.9,Acier,Gris,18,MCH-07,MANUAL,01/08/2024 17:40,01/08/2024 18:10,0.0,done,01/08/2024 18:13
OF-2024-05494,ART-A26,Assemblage,183.1,Inox,Rouge,79,MCH-07,MANUAL,25/07/2024 07:29,25/07/2024 07:29,0.0,done,25/07/2024 12:37
OF-2024-05495,ART-S25,Soudure,151.9,Acier,Bleu,31,MCH-11,ROBOT_CELL,2024-07-07 17:14:58,2024-07-07 19:46:01,0.0,done,2024-07-07 19:48:24
OF-2024-05496,ART-A10,Assemblage,48.9,Aluminium,Jaune,68,MCH-11,ROBOT_CELL,2024-03-08 18:37:58,2024-03-08 19:25:57,0.0,done,2024-03-08 19:30:37
OF-2024-05497,ART-U16,Usinage,144.1,Aluminium,Noir,62,MCH-05,CNC_STD,2024-02-09 09:48:46,2024-02-09 11:47:07,28.3,done,2024-02-09 11:48:29
OF-2024-05498,ART-U24,Usinage,173.0,Aluminium,Vert,13,MCH-04,CNC_STD,2024-01-15 13:20:18,2024-01-15 14:05:06,13.9,done,2024-01-15 14:09:29
OF-2024-05499,ART-S09,Soudure,11.4,Acier,Jaune,73,MCH-12,ROBOT_CELL,2024-06-05 19:56:12,2024-06-05 21:28:04,31.4,done,2024-06-05 21:30:32
OF-2024-05500,ART-A26,Assemblage,183.1,Inox,Rouge,38,MCH-11,ROBOT_CELL,2024-04-20 10:54:09,2024-04-20 11:49:04,0.0,done,2024-04-20 11:50:07
OF-2024-05501,ART-S29,Soudure,90.9,Aluminium,Vert,133,MCH-11,ROBOT_CELL,2024-02-12 11:18:57,2024-02-12 18:24:03,0.0,done,2024-02-12 18:26:34
OF-2024-05502,ART-U04,Usinage,186.4,Inox,Rouge,235,MCH-05,CNC_STD,2024-04-17 13:34:35,2024-04-18 09:47:31,97.2,done,2024-04-18 09:49:13
OF-2024-05503,ART-A02,Assemblage,36.9,Aluminium,Vert,70,MCH-09,ROBOT_CELL,2024-03-26 06:44:21,2024-03-26 07:13:28,0.0,done,2024-03-26 07:14:19
OF-2024-05504,ART-U00,Usinage,184.0,Inox,Jaune,5,MCH-04,CNC_STD,2024-01-24 07:04:50,2024-01-24 07:58:58,0.0,done,2024-01-24 08:01:34
OF-2024-05505,ART-U16,Usinage,144.1,Aluminium,Noir,186,MCH-01,CNC_FAST,2024-03-29 14:12:06,2024-03-29 17:40:06,0.0,done,2024-03-29 17:41:11
OF-2024-05506,ART-S33,Soudure,195.1,Inox,Gris,8,MCH-06,MANUAL,2024-08-14 16:06:00,,42.7,aborted,2024-08-14 18:24:12
OF-2024-05507,ART-F27,Finition,162.2,Titane,Rouge,290,MCH-01,CNC_FAST,2024-04-24 08:25:05,2024-04-24 13:35:26,0.0,done,2024-04-24 13:39:54
OF-2024-05508,ART-U00,Usinage,184.0,Inox,Jaune,15,MCH-02,CNC_FAST,2024-06-06 15:23:20,2024-06-06 16:10:02,14.2,done,2024-06-06 16:12:09
OF-2024-05509,ART-U04,Usinage,186.4,Inox,Rouge,49,MCH-03,CNC_STD,2024-07-26 09:45:45,2024-07-26 12:48:40,0.0,done,2024-07-26 12:51:03
OF-2024-05510,ART-A22,Assemblage,105.9,Aluminium,Noir,110,MCH-07,MANUAL,22/05/2024 12:44,22/05/2024 15:12,45.6,done,22/05/2024 15:15
OF-2024-05511,ART-U16,Usinage,144.1,Aluminium,Noir,34,MCH-03,CNC_STD,2024-02-23 06:47:49,2024-02-23 08:01:32,0.0,done,2024-02-23 08:02:34
OF-2024-05512,ART-U28,Usinage,115.2,Aluminium,Bleu,44,MCH-02,CNC_FAST,2024-02-08 11:42:52,2024-02-08 12:55:23,0.0,done,2024-02-08 12:57:52
OF-2024-05513,ART-F15,Finition,196.8,Titane,Jaune,193,MCH-08,MANUAL,2024-05-13 17:38:56,2024-05-13 23:56:31,108.5,done,2024-05-13 23:59:18
OF-2024-05514,ART-F07-MM,Finition,147.0,Acier,Gris,37,MCH-07,MANUAL,22/08/2024 15:14,22/08/2024 16:28,0.0,done,22/08/2024 16:33
OF-2024-05515,ART-U16,Usinage,144.1,Aluminium,Noir,16,MCH-01,CNC_FAST,2024-04-25 19:54:19,2024-04-25 20:28:12,0.0,done,2024-04-25 20:30:51
OF-2024-05516,ART-F15,Finition,196.8,Titane,Jaune,368,MCH-02,CNC_FAST,2024-03-02 11:17:27,2024-03-02 17:40:16,85.5,done,2024-03-02 17:44:24
OF-2024-05517,ART-S13,Soudure,74.7,Acier,Jaune,9,MCH-09,ROBOT_CELL,2024-05-06 11:20:06,2024-05-06 12:11:12,0.0,done,2024-05-06 12:14:44
OF-2024-05518,ART-U28,Usinage,115.2,Aluminium,Bleu,317,MCH-01,CNC_FAST,2024-06-07 07:32:31,2024-06-07 13:13:57,0.0,done,2024-06-07 13:17:36
OF-2024-05519,ART-S29,Soudure,90.9,Aluminium,Vert,14,MCH-06,MANUAL,2024-01-05 08:42:52,2024-01-05 10:20:52,6.4,done,2024-01-05 10:24:13
OF-2024-05520,ART-U32,Usinage,131.7,Aluminium,Gris,43,MCH-02,CNC_FAST,2024-06-07 08:14:23,2024-06-07 09:11:41,0.0,done,2024-06-07 09:12:36
OF-2024-05521,ART-S21,Soudure,45.5,Inox,Vert,190,MCH-10,ROBOT_CELL,2024-03-31 20:02:01,2024-04-01 02:25:36,96.5,done,2024-04-01 02:26:46
OF-2024-05522,ART-U04,Usinage,186.4,Inox,Rouge,342,MCH-04,CNC_STD,2024-07-09 21:41:02,2024-07-10 18:52:18,0.0,done,2024-07-10 18:56:00
OF-2024-05523,art-u32,Usinage,131.7,Aluminium,Gris,47,MCH-05,CNC_STD,2024-08-20 14:55:25,2024-08-20 16:41:43,0.0,done,2024-08-20 16:46:20
OF-2024-05524,ART-S25,Soudure,151.9,Acier,Bleu,41,MCH-07,MANUAL,31/05/2024 14:37,31/05/2024 19:24,83.1,done,31/05/2024 19:27
OF-2024-05525,ART-U32,Usinage,131.7,Aluminium,Gris,37,MCH-02,CNC_FAST,2024-01-24 11:42:16,2024-01-24 13:03:45,0.0,done,2024-01-24 13:05:27
OF-2024-05526,ART-U32-MM,Usinage,131.7,Aluminium,Gris,35,MCH-03,CNC_STD,2024-01-29 08:08:04,2024-01-29 09:39:26,0.0,done,2024-01-29 09:42:31
OF-2024-05527,ART-U16-MM,Usinage,144.1,Aluminium,Noir,211,MCH-02,CNC_FAST,2024-03-29 18:29:18,2024-03-29 23:35:57,0.0,done,2024-03-29 23:36:30
